name,times,rank
Jingfei Zhang,1,28
Tsuyoshi Kunihama,1,28
Nicholas G. Polson,1,28
Luo Lu,1,28
Min Yang,1,28
Ming-yen Cheng,1,28
Bin Zhu,1,28
Dylan S. Small,1,28
Marina Bogomolov,1,28
Young Min Kim,1,28
Edward Ip,1,28
Natallia Katenka,1,28
Avishek Chakraborty,1,28
Monica Costa Dias,1,28
David A. Friedenberg,1,28
Tyler J. Vanderweele,1,28
Yueqing Wang,1,28
Sungduk Kim,1,28
Josue G. Martinez,1,28
Lihui Zhao,1,28
Arpita Ghosh,1,28
J. T. Gene Hwang,1,28
Rong Liu,1,28
Hohsuk Noh,1,28
Dong Hwan Oh,1,28
Chunpeng Fan,1,28
Haeran Cho,1,28
Roee Gutman,1,28
Man-Wai Ho,1,28
Riten Mitra,1,28
Mark C. Wheldon,1,28
Jesse Y. Hsu,1,28
Asaf Weinstein,1,28
S. M. Schennach,1,28
Garritt Page,1,28
Arlene Naranjo,1,28
Jane Paik Kim,1,28
Qian Jiang,1,28
Zhenghui Feng,1,28
Tony Cai,1,28
Fei Fu,1,28
Christoph Rothe,1,28
G. García-donato,1,28
William Astle,1,28
Yuan Wang,1,28
Manuel Wiesenfarth,1,28
Sandra M. Mohammed,1,28
Hsiu-Hsi Chen,1,28
Daniel Manrique-Vallier,1,28
Michelle R. Danaher,1,28
Vanja Dukic,1,28
Summer S. Han,1,28
Xianchao Xie,1,28
Lingzhou Xue,1,28
Justin S. Dyer,1,28
Fabian Scheipl,1,28
S. C. Kou,1,28
R. Killick,1,28
Haipeng Xing,1,28
Paul S. Clarke,1,28
Ioanna Manolopoulou,1,28
Lane F. Burgette,1,28
Paolo Frumento,1,28
Earvin Balderama,1,28
Giseon Heo,1,28
Xi Luo,1,28
Li Li,1,28
Dulal K. Bhaumik,1,28
Hakmook Kang,1,28
Thomas Barrios,1,28
Alessandra Luati,1,28
Viktor Todorov,1,28
Jianhui Zhou,1,28
Mian Huang,1,28
Peng Wang,1,28
Jun Li,1,28
Thomas J. Fisher,1,28
W. Brannath,1,28
Pierre Perron,1,28
Wensheng Zhu,1,28
Xiaoyan Shi,1,28
Lawrence C. McCandless,1,28
James Y. Dai,1,28
Jooyoung Jeon,1,28
Alexandre Rodrigues,1,28
Dai Feng,1,28
Keyur H. Desai,1,28
Tatiyana V. Apanasovich,1,28
Qian M. Zhou,1,28
Daniel J. Nordman,1,28
Zonghui Hu,1,28
Gaurav Sharma,1,28
Moreno Bevilacqua,1,28
Luke Bornn,1,28
Michael S. Smith,1,28
Yulia V. Marchenko,1,28
Sebastian Irle,1,28
Bodhisattva Sen,1,28
Alejandro Cruz-Marcelo,1,28
Sonja Greven,1,28
Daniel Zantedeschi,1,28
Anindya Bhadra,1,28
Jan R. Magnus,1,28
Mike Baiocchi,1,28
Rong Chen,1,28
Yang Yang,1,28
Fan Li,1,28
C. Wang,1,28
Jörg Drechsler,1,28
Veerabhadran Baladandayuthapani,1,28
Kun Liang,1,28
Li-Ping Zhu,1,28
Z. Harchaoui,1,28
Lan Xue,1,28
Sophie Dabo-Niang,1,28
John P. Morgan,1,28
Henghsiu Tsai,1,28
C. A. Field,1,28
Subhash R. Lele,1,28
Arthur Spirling,1,28
Lu Ren,1,28
Veronica J. Berrocal,1,28
Sujit K. Ghosh,1,28
Hormuzd A. Katki,1,28
Scott H. Holan,1,28
Aiyi Liu,1,28
Armin Schwartzman,1,28
Kwang Woo Ahn,1,28
Chun Li,1,28
Jean-Marc Freyermuth,1,28
Wenbin Lu,1,28
Yao-ban Chan,1,28
Ming Lin,1,28
Jaakko Nevalainen,1,28
Jay M. Ver Hoef,1,28
Robert B. Scharpf,1,28
Lan Huang,1,28
Nicole H. Augustin,1,28
Rebecca A. Hubbard,1,28
Xinwei Deng,1,28
Scotland C. Leman,1,28
Minggen Lu,1,28
Djalil Chafaï,1,28
Chad M. Schafer,1,28
Ruth Heller,1,28
Yu-Jen Cheng,1,28
Qiang Xu,1,28
Hao Liu,1,28
Megan Othus,1,28
Zuoheng Wang,1,28
Xuefeng Liu,1,28
Jeff Gill,1,28
Siew Leng Teng,1,28
Tanzy Love,1,28
Kristin P. Lennox,1,28
Christopher J. Paciorek,1,28
Jonathan D. Norton,1,28
Gilles Durrieu,1,28
Greg Ridgeway,1,28
Catriona M. Queen,1,28
Bitao Liu,1,28
Sara López-Pintado,1,28
Jie Peng,1,28
Weixin Yao,1,28
Laura Ventura,1,28
Ricardo T. Lemos,1,28
R. T. Lemos,1,28
Jamie L. Bigelow,1,28
Laura M. Sangalli,1,28
Douglas E. Schaubel,1,28
Richard J. Cook,1,28
Daniel A. Henderson,1,28
Anthony Y. C. Kuk,1,28
Richard L. Smith,1,28
Paul Fearnhead,1,28
Feng Guo,1,28
Erica E. M. Moodie,1,28
Junni L. Zhang,1,28
Adam J. Rothman,1,28
Yi-Hau Chen,1,28
Lionel Cucala,1,28
Athanasios C. Micheas,1,28
M. Hashem Pesaran,1,28
Cristina Rueda,1,28
Alfio Marazzi,1,28
John D. Kloke,1,28
Andrei Y. Yakovlev,1,28
Dimitris Fouskakis,1,28
Bryan E. Shepherd,1,28
A. James O’Malley,1,28
Clive G. Bowsher,1,28
Carlos M. Carvalho,1,28
Brian S. Caffo,1,28
Daniel Merl,1,28
Cari G. Kaufman,1,28
Jiti Gao,1,28
Kjell Doksum,1,28
J. Kunert,1,28
Yongdai Kim,1,28
Stijn Vansteelandt,1,28
Edwin S Iversen Jr,1,28
Mikyoung Jun,1,28
Ross Corkrey,1,28
Jinbo Chen,1,28
Chris Skinner,1,28
Sheng Luo,1,28
Isobel Claire Gormley,1,28
Miles S Kimball,1,28
Wessel N van Wieringen,1,28
Jose Manuel Pavía,1,28
Xiao Wang,1,28
Kyounghwa Bae,1,28
Shanshan Wang,1,28
Robert B Gramacy,1,28
Ross Iaci,1,28
Yong Zhou,1,28
Ricardo Fraiman,1,28
Ralf Van Der Lans,1,28
Julia Y Lin,1,28
Qi Long,1,28
Atsushi Inoue,1,28
Arnošt KomÁrek,1,28
John Allen Logan,1,28
Tao Shi,1,28
Tirthankar Dasgupta,1,28
Herbert K. H Lee,1,28
Alejandro Veen,1,28
Ping Ma,1,28
Trevor Park,1,28
Pedro César Álvarez-Esteban,1,28
Wei Zhao,1,28
Pierre-Jérôme Bergeron,1,28
Byron Ellis,1,28
David A van Dyk,1,28
Lexin Li,1,28
Yuping Dong,1,28
Lidong E,1,28
Albert C Bemmaor,1,28
Paul S Albert,1,28
Robert A Connolly,1,28
Chiara Sabatti,1,28
Hui Jin,1,28
Yufeng Tu,1,28
Arthur van Soest,1,28
Catherine A Calder,1,28
Christel Faes,1,28
Jun Zhu,1,28
Menggang Yu,1,28
Shane T Jensen,1,28
Dankmar Böhning,1,28
Ollivier Hyrien,1,28
David R Hunter,1,28
Lurdes Y. T Inoue,1,28
Hovav A Dror,1,28
Daniel J Nordman,1,28
Yingye Zheng,1,28
Jianwei Chen,1,28
Feng Liang,1,28
David Kaziska,1,28
David M Kaziska,1,28
Peter Bouman,1,28
Bo Cai,1,28
Andrew J Patton,1,28
Jonathan Weinberg,1,28
Shyamal D Peddada,1,28
Sujit K Sahu,1,28
Hanwen Huang,1,28
Micha Mandel,1,28
J. S Marron,1,28
Jafar A Khan,1,28
Roland Fried,1,28
Qingxia Chen,1,28
Robertas Gabrys,1,28
Christian Genest,1,28
Yu Cheng,1,28
Steven N MacEachern,1,28
Witold Bednorz,1,28
Daniel Cooley,1,28
Jonathan E Taylor,1,28
Jianxin Shi,1,28
Xiaohui Wang,1,28
Yichao Wu,1,28
Philip T Reiss,1,28
Hsin-Cheng Huang,1,28
Abbas Khalili,1,28
Maengseok Noh,1,28
Brent Kreider,1,28
Jeffrey S Spence,1,28
Trivellore E Raghunathan,1,28
Jiashun Jin,1,28
Chris Hans,1,28
David B Dahl,1,28
Hajime Uno,1,28
Jianwen Cai,1,28
Freda Cooner,1,28
Bryan E Shepherd,1,28
Hock Peng Chan,1,28
Liugen Xue,1,28
Yan Li,1,28
Pranab K Sen,1,28
G. J. A Amaral,1,28
Jesse Frey,1,28
Ilya Gluhovsky,1,28
Hae Kyung IM,1,28
Bo LI,1,28
Kaushik Ghosh,1,28
Brian J Reich,1,28
Chunfang Jin,1,28
Melvin J Hinich,1,28
P Bortot,1,28
Huixia Wang,1,28
Tiejun Tong,1,28
Arnab Maity,1,28
Olivia Grigg,1,28
W Liu,1,28
Leilei Zeng,1,28
Yevgen Tymofyeyev,1,28
Yujun Wu,1,28
Youjuan Li,1,28
Yunming Mu,1,28
M. Ivette Gomes,1,28
Winfried Stute,1,28
Hongzhe Li,1,28
Swati Biswas,1,28
Christopher R Genovese,1,28
Bowei Xi,1,28
Mi-Ja Woo,1,28
Dorin Drignei,1,28
Galin L Jones,1,28
Yee Whye Teh,1,28
Silvia Centanni,1,28
Prabir Burman,1,28
Yu Zhu,1,28
Barry C Arnold,1,28
Lenka Mach,1,28
Wilson W Lu,1,28
Daniel E Ho,1,28
Guanglei Hong,1,28
John W Robinson,1,28
Min Zhang,1,28
Simon Cauchemez,1,28
Juanjuan Fan,1,28
Sharon Lohr,1,28
Shun-Yi Chen,1,28
Søren Tolver Jensen,1,28
Andrea Hennerfeind,1,28
Christopher M Quale,1,28
Lutz Dümbgen,1,28
Michael A Fligner,1,28
Kjell Nygren,1,28
Stephen M. S Lee,1,28
Matías Salibián-Barrera,1,28
Lijian Yang,1,28
Xiaohong Chen,1,28
Mohamed Yusuf Hassan,1,28
Chung-Ming Kuan,1,28
Tian Zheng,1,28
Niko A Kaciroti,1,28
Guobing Lu,1,28
Steven D Mark,1,28
Yousung Park,1,28
J Hannig,1,28
Beth Ann Griffin,1,28
Gerhard Dikta,1,28
Grace Chiu,1,28
Miguel A Fernández,1,28
Yi Lin,1,28
M. Blanca Palacios,1,28
Paul Kabaila,1,28
Lixing Zhu,1,28
Irini Moustaki,1,28
Pedro Galeano,1,28
Ryan T Elmore,1,28
Ruixue Liu,1,28
H Finner,1,28
Stefanie Biedermann,1,28
Cyr Emile M'Lan,1,28
Billy Amzal,1,28
Chun-Lung Su,1,28
José T. A. S Ferreira,1,28
Kai-Sheng Song,1,28
Richard J Swartz,1,28
Knashawn H Morales,1,28
Nicholas A Heard,1,28
Raphael Gottardo,1,28
Bin Nan,1,28
Eric Bair,1,28
Peter L Bartlett,1,28
J. E Griffin,1,28
Zhaohui Su,1,28
David B Hitchcock,1,28
Richard A Davis,1,28
Gabriel Chandler,1,28
Jan Hannig,1,28
Inmaculada B Aban,1,28
Samuel Copt,1,28
Jae Kwang Kim,1,28
Jihong Chen,1,28
Edsel A Peña,1,28
Peng Zhang,1,28
Dong Han,1,28
Recai M Yucel,1,28
Ke Xu,1,28
Zheng Yuan,1,28
José A. F Machado,1,28
Lihong Qi,1,28
Samuel Müller,1,28
Marcel Wolbers,1,28
ShengLi Tzeng,1,28
Eric D Kolaczyk,1,28
Paulo Gonçalvès,1,28
Lan Zhang,1,28
Ming T Lin,1,28
M. C Jones,1,28
Giorgio E Montanari,1,28
Brisa N Sánchez,1,28
Dabao Zhang,1,28
Shibao Feng,1,28
Subal C Kumbhakar,1,28
Mario Forni,1,28
Clifford Hurvich,1,28
Joel A Dubin,1,28
Sara Taskinen,1,28
Ji-Ping Z Wang,1,28
Bee Leng Lee,1,28
Sílvia Gonçalves,1,28
Nicoleta Serban,1,28
Albert Maydeu-Olivares,1,28
Luis Angel García-Escudero,1,28
Chen-Pin Wang,1,28
Robert M Dorazio,1,28
Edwin S Iversen Jr.,1,28
Alexander Samarov,1,28
P. Y Lai,1,28
Mark A Weaver,1,28
Emily C Martin,1,28
Hernando Ombao,1,28
Michael K Pitt,1,28
Fang Yao,1,28
Mahlet G Tadesse,1,28
Loriano Mancini,1,28
C. H Sim,1,28
Hyoung-Moon Kim,1,28
Paul H Garthwaite,1,28
Sean D Campbell,1,28
Jason R. W Merrick,1,28
Roger D Peng,1,28
Lawrence Brown,1,28
Xi Zhou,1,28
Douglas N Midthune,1,28
Joseph P Romano,1,28
Yuguo Chen,1,28
Xiang-Yang Lou,1,28
Tatsuki Koyama,1,28
Songnian Chen,1,28
P Lahiri,1,28
Hammou El Barmi,1,28
Paul H Kvam,1,28
Vanja M Dukić,1,28
Zhijin Wu,1,28
Krista Fischer,1,28
M Perone Pacifico,1,28
Nidhan Choudhuri,1,28
Hari K Iyer,1,28
Bo Yang,1,28
Anindya Roy,1,28
Mayte Suárez -Fariñas,1,28
Edward J Stanek III,1,28
Thomas D Cook,1,28
Jesús López-Fidalgo,1,28
V Delouille,1,28
Hao Helen Zhang,1,28
Xueli Liu,1,28
Raymond J Carroll,1,28
Hsiao-Yun Huang,1,28
Chi-Lun Cheng,1,28
Vern T Farewell,1,28
Michal Kulich,1,28
You-Gan Wang,1,28
Dean P Foster,1,28
Joseph W Hogan,1,28
R King,1,28
Qihua Wang,1,28
Hongqi Xue,1,28
M. G Akritas,1,28
Stephen Walker,1,28
Jun Xie,1,28
Thomas J DiCiccio,1,28
Yonghee Lee,1,28
George G Judge,1,28
Richard Charnigo,1,28
Denis Larocque,1,28
Robert Greevy,1,28
Thomas R Ten Have,1,28
B. Nebiyou Bekele,1,28
J. R Lockwood,1,28
Robert Jarrow,1,28
Yoonkyung Lee,1,28
Magnus Ekström,1,28
Chengcheng Hu,1,28
D. F Signorini,1,28
K Yu,1,28
A. Adam Ding,1,28
Simon J Godsill,1,28
E Ferreira,1,28
Maria De Iorio,1,28
Dobrin Marchev,1,28
Constantine E Frangakis,1,28
Don L Stevens Jr.,1,28
Joseph B Kadane,1,28
Ron Brookmeyer,1,28
Craig J Johns,1,28
Bonnie Ghosh-Dastidar,1,28
Anthony Garratt,1,28
Thaddeus Tarpey,1,28
A. S Foulkes,1,28
Dennis Cook,1,28
Zhishen Ye,1,28
Zhijie Xiao,1,28
Adam Clements,1,28
A. D Tsodikov,1,28
Jennifer A Hoeting,1,28
Peter E Jupp,1,28
J. M Loh,1,28
David F Layton,1,28
Dan Black,1,28
Feifang Hu,1,28
Junyuan Wang,1,28
Thomas Michael Dubinin,1,28
Catherine A Sugar,1,28
Dan J Spitzner,1,28
Todd Graves,1,28
John Barnard,1,28
C. C Holmes,1,28
Jonathan R Stroud,1,28
Lori E Dodd,1,28
Abba M Krieger,1,28
L Billard,1,28
Mary Beth Landrum,1,28
M. Elizabeth Halloran,1,28
Marc G Genton,1,28
Sarat C Dass,1,28
Esa Ollila,1,28
Jan G De Gooijer,1,28
Michael A Benjamin,1,28
Sanjib Basu,1,28
Jung-Ying Tzeng,1,28
Robin Henderson,1,28
Richard A Briesch,1,28
Ken B Newman,1,28
Timothy Hanson,1,28
Yan Yu,1,28
Peter J Green,1,28
Grace Y Yi,1,28
Ron Mittelhammer,1,28
James H Stock,1,28
Robert Barsky,1,28
Pablo Marshall,1,28
Julia Kelsall,1,28
Andrea Saltelli,1,28
Blossom H Patterson,1,28
S C Kou,1,28
Subhash R Lele,1,28
Ronald W Butler,1,28
Lurdes Y T Inoue,1,28
Mary C Meyer,1,28
Victor Chernozhukov,1,28
J Kunert,1,28
H V Kulkarni,1,28
Jiancang Zhuang,1,28
Mona N Kanaan,1,28
Jeanne Kowalski,1,28
Steven J Novick,1,28
Alan H Welsh,1,28
Mark J van der Laan,1,28
T Cai,1,28
Randy R Sitter,1,28
Jose Casals,1,28
Ross A Maller,1,28
Chris Fraley,1,28
Carol A Gotway,1,28
Valen E Johnson,1,28
Alfhild Lien Eide,1,28
Peter F Thall,1,28
Mark R Segal,1,28
Sandrine Dudoit,1,28
B. M. Golam Kibria,1,28
Diana L Miglioretti,1,28
Douglas M Hawkins,1,28
Miguel A Arcones,1,28
Masoud Asgharian,1,28
Angela Winnett,1,28
Lawrence Lin,1,28
William F Christensen,1,28
Ingrid Van Keilegom,1,28
Dhammika Amaratunga,1,28
Eun Sug Park,1,28
J R Lockwood,1,28
Brent A Coull,1,28
Dean Billheimer,1,28
John M Abowd,1,28
Linda H Y Yau,1,28
Bo Lu,1,28
E A Peña,1,28
Paola Sebastiani,1,28
Göran Kauermann,1,28
Jaeyong Lee,1,28
S A Murphy,1,28
Thomas M Braun,1,28
Athanasios Kottas,1,28
You Sung Park,1,28
Hoon Kim,1,28
David J Nott,1,28
M. C. M de Gunst,1,28
Michael E Miller,1,28
Alan M Zaslavsky,1,28
Yunfei Paul Li,1,28
Dana P Goldman,1,28
Yan Wang,1,28
Wenzheng Huang,1,28
C. Shane Reese,1,28
Anestis Antoniadis,1,28
Tze Leung Lai,1,28
Chun Shan Wong,1,28
Paul J Rathouz,1,28
Eva Cantoni,1,28
Krzysztof Nowicki,1,28
Helle Bunzel,1,28
A. M Foster,1,28
Ralitza V Gueorguieva,1,28
Enrique González,1,28
Cong Han,1,28
Eric T Bradlow,1,28
Christopher K Wikle,1,28
P. J Brown,1,28
Stuart G Baker,1,28
Steven J Skates,1,28
Miguel A Hernán,1,28
Judith D Bebchuk,1,28
William B Fairley,1,28
Franc J G M Klaassen,1,28
Ilaria Dimatteo,1,28
Hernando C Ombao,1,28
Jun S Liu,1,28
Hyunjoong Kim,1,28
Chin-Tsang Chiang,1,28
D Y Lin,1,28
Maarten Jansen,1,28
Willem Albers,1,28
Tae-Hwan Kim,1,28
Su-Chun Cheng,1,28
Peter S Craig,1,28
Maren K Olsen,1,28
Mark H Hansen,1,28
William M Bolstad,1,28
Peter E Rossi,1,28
Michael D Larsen,1,28
Torben G Andersen,1,28
David Peel,1,28
Robert G Aykroyd,1,28
John C Wakefield,1,28
Fangyu Gao,1,28
Changbao Wu,1,28
David J Cummins,1,28
Shanggang Zhou,1,28
Amy H Herring,1,28
John S. Preisser,1,28
James P. Hughes,1,28
Kari Auranen,1,28
Jin Cao,1,28
Nicola G. Best,1,28
Bruno Sansó,1,28
Paul H. Kvam,1,28
Wai-Kwong Cheang,1,28
Jason A. Osborne,1,28
Carlos Velasco,1,28
David Poole,1,28
Mary E. Putt,1,28
Olivier Cappé,1,28
James Robins,1,28
Dan A. Black,1,28
Ralph B. D'Agostino Jr.,1,28
Zhide Fang,1,28
Richard Gerlach,1,28
Andrew S. Mugglin,1,28
W. Yung,1,28
Matteo Fischetti,1,28
Melanie M. Wall,1,28
Gilles Celeux,1,28
Jorma Rissanen,1,28
Zachary G. Stoumbos,1,28
Bert Gunter,1,28
Vijay Nair,1,28
Verena M. Trenkel,1,28
Jason P. Fine,1,28
C. Hendricks Brown,1,28
Sarah M. Gray,1,28
Shuying Li,1,28
Wolfgang Polonik,1,28
Henry S. Lynn,1,28
Janice M. Weinberg,1,28
Peter E. Roosi,1,28
Marco Bonetti,1,28
Jon D. Cohen,1,28
Rajeev H. Dehejia,1,28
G. S. Datta,1,28
Stuart R. Lipsitz,1,28
Shu-Hui Chang,1,28
S. Zhang,1,28
Donna K. Pauler,1,28
P. J. Brown,1,28
Bernard Garel,1,28
J. M. Robins,1,28
Thomas H. Scheike,1,28
William Navidi,1,28
Helena Geys,1,28
Li Gan,1,28
D. V. Glidden,1,28
R. G. Aykroyd,1,28
Claudia Becker,1,28
Luis Ángel García-Escudero,1,28
Peter Bajorski,1,28
Eric T. Bradlow,1,28
Marcel Das,1,28
Nelida Ferretti,1,28
William H. Chang,1,28
Irène Gijbels,1,28
Arminda Lucia Siqueira,1,28
Ma. Zenia N. Agustin,1,28
Michael D. Ernst,1,28
Tetsuhisa Miwa,1,28
Edmund T. M. Ng,1,28
Michael R. Kosorok,1,28
Jacqueline Cohen,1,28
Sandra J. Lee Research Scientist,1,28
Joseph G. Ibrahim Associate Professor,1,28
Daniel B. Hall,1,28
Colin O. Wu,1,28
S. R. Paul,1,28
Elías Moreno,1,28
Peter J. Haas,1,28
Janis Hardwick,1,28
Cheryl L. Faucett,1,28
Erik P. Pulkstenis,1,28
Alan L. Montgomery,1,28
Simon Byers,1,28
Jean D. Opsomer,1,28
Mark J. van der Laan,1,28
Daowen Zhang,1,28
Brendan P. M. McCabe,1,28
Hong Li,1,28
Mark E. Glickman,1,28
Dana P. Goldman,1,28
Trevor C. Bailey,1,28
Mark Hansen,1,28
W. Stute,1,28
Sally Wood,1,28
Keming Yu,1,28
Abhijit Dasgupta,1,28
Y. Benjamini,1,28
Glen A. Satten,1,28
Yoshihide Kakizawa,1,28
Shahar Boneh,1,28
Yining Wang,1,28
Michael P. Fay,1,28
Beth Osborne Daponte,1,28
Adam B. Olshen,1,28
Paul S. Albert,1,28
Ramón Durazo-Arvizu,1,28
Christopher Jennison,1,28
Djokouri A. Kouassi,1,28
Karen Bandeen-roche,1,28
C. B. Dean,1,28
Carlo Berzuini,1,28
Hugh A. Chipman,1,28
Victor De Oliveira,1,28
P. P. B. Eggermont,1,28
Clifford B. Cordy,1,28
Fred W. Huffer,1,28
Denis Allard,1,28
Oliver B. Linton,1,28
Jean-François Durand,1,28
Vipin Arora,1,28
Zhao-Guo Chen,1,28
Jiandong Lu,1,28
K. Choi,1,28
J. K. Ord,1,28
Sharon-Lise T. Normand,1,28
Christopher R. Bollinger,1,28
Jeff Dominitz,1,28
Donald B. Percival,1,28
Peter A. W. Lewis,1,28
Thomas J. Diciccio,1,28
Jon A. Wellner,1,28
K. F. Lam,1,28
Mousumi Banerjee,1,28
Elvezio Ronchetti,1,28
Debasis Sengupta,1,28
Mary Jane Emond,1,28
Maria Kateri,1,28
Alexander Balke,1,28
Shiqing Ling Ph.D,1,28
Linda M. Zeger,1,28
Karen M. Higgins,1,28
C. Y. Wang,1,28
Peter W. Gieser,1,28
Robert Bartoszyński,1,28
Lance A. Waller,1,28
Cindy L. Christiansen,1,28
Saurabh Mukhopadhyay,1,28
Claudia Cargnoni,1,28
Steven M. Lewis,1,28
John Monahan,1,28
Vance Berger,1,28
Thomas R. Belin,1,28
Michael A. Proschan,1,28
Wing-Kuen Tam,1,28
Jie Chen,1,28
Leah Flury,1,28
Ke-Hai Yuan,1,28
Amrik Shah,1,28
Julie M. Legler,1,28
Yutaka Yasui,1,28
Glen Van Brummelen,1,28
William B. Capra,1,28
Smarajit Bose,1,28
Zhen Luo,1,28
Michael J. Schell,1,28
Yi-Ping Chang,1,28
Michael Evans,1,28
S. C. Cheng,1,28
Qi Zeng,1,28
Maria-Pia Victoria-Feser,1,28
Norman R. Swanson,1,28
Robbert H. Renssen,1,28
Haibo Zhou,1,28
Michal Abrahamowicz,1,28
S. M. Nusser,1,28
Edward J. Bedrick,1,28
Jingxian Chen,1,28
Ann Cowling,1,28
J. Olsson,1,28
E. Olusegun George,1,28
Show-Li Jan,1,28
Jan Beirlant,1,28
George C. Runger,1,28
Darren J. Johnson,1,28
Adele Cutler,1,28
Mohammed N. Goria,1,28
Halima Bensmail,1,28
Els Goetghebeur,1,28
D. T. Dunn,1,28
W. Qian,1,28
Fengchun Peng,1,28
Michael D. Sinclair,1,28
Barbara Wolfe,1,28
Jeffrey S. Buzas,1,28
Jenny Baglivo,1,28
David M. Rocke,1,28
Erik Bølviken,1,28
Gerd Ronning,1,28
W. Gonzàlez-Manteiga,1,28
Laurence S. Magder,1,28
Shulamith T. Gross,1,28
Chen-Hsin Chen,1,28
John G. Cragg,1,28
Donald W. K. Andrews,1,28
Michael J. Kahn,1,28
Robert Zackin,1,28
Charles Lawrence,1,28
Mary Kathryn Cowles,1,28
Christian P. Robert,1,28
Tim K. Keyes,1,28
Tom Y. M. Chiu,1,28
Melinda McCann,1,28
Geert Verbeke,1,28
Shyamal Das Peddada,1,28
Burkhardt Seifert,1,28
R. Mohanty,1,28
X. Joan Hu,1,28
Robert Berk,1,28
David L. Donoho,1,28
Hélène Jacqmin-Gadda,1,28
D. Ruppert,1,28
E. Gutiérrez-Peña,1,28
Bernard F. Cole,1,28
Ingram Olkin,1,28
Ying Huang,1,28
John Gurland,1,28
John M. Williamson,1,28
Bernard D. Flury,1,28
Patricia M. Grambsch,1,28
Rick Chappell,1,28
Gudmund Høst,1,28
Pamela F. Schwartz,1,28
Dale Bowman,1,28
Fred Godtliebsen,1,28
Xufeng Niu,1,28
Christl A. Donnelly,1,28
Ronald Bewley,1,28
W. Ehm,1,28
Richard Dykstra,1,28
Andrew B. Forbes,1,28
Shinichi Sakata,1,28
D. B. Phillips,1,28
Stephen L. Rathbun,1,28
Ronald D. Lee,1,28
R. C. Gentleman,1,28
Peter Mesenbrink,1,28
Greg M. Allenby,1,28
Trevor Hastie,1,28
Christophe Croux,1,28
Dimitris N. Politis,1,28
J. R. Cook,1,28
A. Antoniadis,1,28
J. H. Sepanski,1,28
Rodney Brooks,1,28
William S. Rayens,1,28
K. F. Cheng,1,28
R. A. Maller,1,28
Zhaohai Li,1,28
Roger J. Lewis,1,28
David Madigan,1,28
Filipa Duarte de Carvalho,1,28
J. M. G. Taylor,1,28
Roy N. Tamura,1,28
Werner A. Stahel,1,28
Dong K. Kim,1,28
Morgan C. Wang,1,28
David L. Woodruff,1,28
Stéphane Heritier,1,28
Carla Inclán,1,28
B. U. Park,1,28
Harold Sackrowitz,1,28
Emad-Eldin A. A. Aly,1,28
Henry H. S. Lu,1,28
David A. Binder,1,28
J. C. Fu,1,28
Gilbert W. Bassett Jr.,1,28
Lee A. Craig,1,28
Brian P. Dawkins,1,28
John J. McArdle,1,28
G. Ridder,1,28
Mark S. Handcock,1,28
Nicholas P. Jewell,1,28
Richard M. Huggins,1,28
Stephen V. Stehman,1,28
Taesung Park,1,28
Ferdinand T. Wang,1,28
Hari Mukarjee,1,28
Sabyasachi Basu,1,28
I. Poli,1,28
Lora L. Bohn,1,28
Augustine Kong,1,28
Hani Doss,1,28
Yudi Pawitan,1,28
Alan M. Garber,1,28
Jonathan P. Caulkins,1,28
Daniel Barry,1,28
Laurie Davies,1,28
Jeffrey J. Gaynor,1,28
M. P. Wand,1,28
A. W. Bowman,1,28
Christian Léger,1,28
Eric W. Lee,1,28
Pentti Saikkonen,1,28
Kristen Meier,1,28
P. T. Kim,1,28
Barry I. Graubard,1,28
Friedrich Pukelsheim,1,28
Leping Zhou,1,28
Richard Johnson,1,28
Andrew T. A. Wood,1,28
Paul P. Biemer,1,28
Eduardo Engel,1,28
R. Wang,1,28
Guang Guo,1,28
Roy T. St Laurent,1,28
A. S. Azari,1,28
R. J. O'Hara Hines,1,28
Michael G. Schlax,1,28
Hafida Boudjellaba,1,28
J. S. Lin,1,28
Sharon-Use Normand,1,28
Gerhard Osius,1,28
David E. A. Giles,1,28
A. M. Dean,1,28
Jean-Philippe Gwet,1,28
Michael P. Windham,1,28
Howard B. Newcombe,1,28
Jeffrey D. Banfield,1,28
Philip Hougaard,1,28
Wallace Hendricks,1,28
Keith A. Soper,1,28
Gutti Jogesh Babu,1,28
Peter Bickel,1,28
Mary L. Lesperance,1,28
Steven P. Ellis,1,28
A. M. Hasofer,1,28
John Fox,1,28
Bruce E. Barrett,1,28
Marcia L. Gumpertz,1,28
Mary H. Mulry,1,28
Frederick L. Hulting,1,28
Victor Degruttola,1,28
Peter Guttorp,1,28
Francis X. Diebold,1,28
Lonnie Magee,1,28
R. Gentleman,1,28
Ricardo A. Maronna,1,28
Michael B. Dollinger,1,28
Cathie Spino,1,28
D. W. Müller,1,28
Myra L. Samuels,1,28
Robert C. Blattberg,1,28
B. Efron,1,28
Lynn A. Sleeper,1,28
Joseph K. Haseman,1,28
David E. Bloom,1,28
Joseph W. McKean,1,28
D. M. Andrews,1,28
Elaine M. Keramidas,1,28
Jonathan D. Cryer,1,28
Ali S. Hadi,1,28
William B. Fairley,1,28
Michael J. Puma,1,28
Gail Rubin,1,28
K. Gordon,1,28
David F. Findley,1,28
Simon J. Sheather,1,28
Maureen Tingley,1,28
Kung-Yee Liang,1,28
Edmund A. C. Crouch,1,28
Lori A. Thombs,1,28
Jane-Ling Wang,1,28
